id,fecha,hora,lluvia_mm,tasa_mm_hr
5092,2026-06-09,09:15:00,0.0,0.0
5093,2026-06-09,09:30:00,0.0,0.0
5094,2026-06-09,09:45:00,0.0,0.0
5095,2026-06-09,10:00:00,0.0,0.0
5096,2026-06-09,10:15:00,0.0,0.0
5097,2026-06-09,10:30:00,0.0,0.0
5098,2026-06-09,10:45:00,0.0,0.0
5099,2026-06-09,11:00:00,0.0,0.0
5100,2026-06-09,11:15:00,0.0,0.0
5101,2026-06-09,11:30:00,0.0,0.0
5102,2026-06-09,11:45:00,0.0,0.0
5103,2026-06-09,12:00:00,0.0,0.0
5104,2026-06-09,12:15:00,0.0,0.0
5105,2026-06-09,12:30:00,0.0,0.0
5106,2026-06-09,12:45:00,0.0,0.0
5107,2026-06-09,13:00:00,0.0,0.0
5108,2026-06-09,13:15:00,0.0,0.0
5109,2026-06-09,13:30:00,0.0,0.0
5110,2026-06-09,13:45:00,0.0,0.0
5111,2026-06-09,14:00:00,0.0,0.0
5112,2026-06-09,14:15:00,0.0,0.0
5113,2026-06-09,14:30:00,0.0,0.0
5114,2026-06-09,14:45:00,0.0,0.0
5115,2026-06-09,15:00:00,0.0,0.0
5116,2026-06-09,15:15:00,0.0,0.0
5117,2026-06-09,15:30:00,0.0,0.0
5118,2026-06-09,15:45:00,0.0,0.0
5119,2026-06-09,16:00:00,0.0,0.0
5120,2026-06-09,16:15:00,0.0,0.0
5121,2026-06-09,16:30:00,0.0,0.0
5122,2026-06-09,16:45:00,0.0,0.0
5123,2026-06-09,17:00:00,0.0,0.0
5124,2026-06-09,17:15:00,0.0,0.0
5125,2026-06-09,17:30:00,0.0,0.0
5126,2026-06-09,17:45:00,0.0,0.0
5127,2026-06-09,18:00:00,0.0,0.0
5128,2026-06-09,18:15:00,0.0,0.0
5129,2026-06-09,18:30:00,0.0,0.0
